,date,ewretx,vwretx,nxt_freq_ewret,nxt_freq_vwret
0,1993-01-29,0.0224278006078404,0.0059645905692398,0.0089848095953186,0.0103586010500102
1,1993-02-26,0.0089848095953186,0.0103586010500102,0.0259630223818658,0.0185314348390803
2,1993-03-31,0.0259630223818658,0.0185314348390803,-0.021704693876105,-0.0257836532960858
3,1993-04-30,-0.021704693876105,-0.0257836532960858,0.0291400590777806,0.0225500547623502
4,1993-05-28,0.0291400590777806,0.0225500547623502,0.0013259919061976,0.0010962789059709
5,1993-06-30,0.0013259919061976,0.0010962789059709,-0.0017736649386063,-0.0062651418256398
6,1993-07-30,-0.0017736649386063,-0.0062651418256398,0.0376288365373842,0.0339456194788518
7,1993-08-31,0.0376288365373842,0.0339456194788518,-0.0075787176854494,-0.0098319230167098
8,1993-09-30,-0.0075787176854494,-0.0098319230167098,0.0187848833970534,0.018493837331839
9,1993-10-29,0.0187848833970534,0.018493837331839,-0.0111893351059696,-0.0123398158174313
10,1993-11-30,-0.0111893351059696,-0.0123398158174313,0.021702009062037,0.0101597027910858
11,1993-12-31,0.021702009062037,0.0101597027910858,0.0364976599172925,0.0321368646432587
12,1994-01-31,0.0364976599172925,0.0321368646432587,-0.0201756156244575,-0.0297927255951978
13,1994-02-28,-0.0201756156244575,-0.0297927255951978,-0.0445349172468362,-0.0456287001028323
14,1994-03-31,-0.0445349172468362,-0.0456287001028323,0.0039216494944922,0.0108924662374245
15,1994-04-29,0.0039216494944922,0.0108924662374245,0.0093737844221533,0.0135076512413088
16,1994-05-31,0.0093737844221533,0.0135076512413088,-0.0231957682416515,-0.0272287768631032
17,1994-06-30,-0.0231957682416515,-0.0272287768631032,0.0332894734886033,0.0312955061936814
18,1994-07-29,0.0332894734886033,0.0312955061936814,0.0496899277943596,0.0379564195948847
19,1994-08-31,0.0496899277943596,0.0379564195948847,-0.0279825520868314,-0.0263263608994593
20,1994-09-30,-0.0279825520868314,-0.0263263608994593,0.0107558777017124,0.0209037609852538
21,1994-10-31,0.0107558777017124,0.0209037609852538,-0.0458595253401875,-0.0394200919475621
22,1994-11-30,-0.0458595253401875,-0.0394200919475621,0.0147185125480486,0.0122165875574458
