,date,ewretx,vwretx,nxt_freq_ewret,nxt_freq_vwretx
0,2015-02-28,0.05524136462292861,0.0548925108906233,-0.010806798646721849,-0.017396107114219572
1,2015-03-31,-0.010806798646721849,-0.017396107114219572,0.002996027356804598,0.008520819822535275
2,2015-04-30,0.002996027356804598,0.008520819822535275,0.005744215921398288,0.010491382304589791
3,2015-05-31,0.005744215921398288,0.010491382304589791,-0.02411850860112741,-0.021011671979729973
4,2015-06-30,-0.02411850860112741,-0.021011671979729973,0.008803537645830417,0.019742029435184882
5,2015-07-31,0.008803537645830417,0.019742029435184882,-0.0557500322193053,-0.06258081825586559
6,2015-08-31,-0.0557500322193053,-0.06258081825586559,-0.034232386050701,-0.026442831280001466
7,2015-09-30,-0.034232386050701,-0.026442831280001466,0.07149155299424415,0.08298311781266654
8,2015-10-31,0.07149155299424415,0.08298311781266654,0.0003722382370541233,0.0005048691103348713
9,2015-11-30,0.0003722382370541233,0.0005048691103348713,-0.02518826574272337,-0.017530185032692547
10,2015-12-31,-0.02518826574272337,-0.017530185032692547,-0.05690396059679337,-0.0507353220469523
11,2016-01-31,-0.05690396059679337,-0.0507353220469523,0.008908234324579212,-0.0041283603090035426
12,2016-02-29,0.008908234324579212,-0.0041283603090035426,0.07705925342266129,0.06599111444005845
13,2016-03-31,0.07705925342266129,0.06599111444005845,0.011406266454138114,0.0026993982833325436
14,2016-04-30,0.011406266454138114,0.0026993982833325436,0.012540355509293999,0.015324602525288444
15,2016-05-31,0.012540355509293999,0.015324602525288444,-0.002549093556957094,0.0009109212401243738
16,2016-06-30,-0.002549093556957094,0.0009109212401243738,0.04122750881632409,0.035609800753315435
17,2016-07-31,0.04122750881632409,0.035609800753315435,-0.00017359119001714163,-0.0012192428990193127
18,2016-08-31,-0.00017359119001714163,-0.0012192428990193127,-0.000794734387033702,-0.0012344511393173052
19,2016-09-30,-0.000794734387033702,-0.0012344511393173052,-0.024892475569756156,-0.01942567890903446
20,2016-10-31,-0.024892475569756156,-0.01942567890903446,0.049738644669597765,0.034174521829295035
21,2016-11-30,0.049738644669597765,0.034174521829295035,0.00930431578070956,0.01820076244186586
22,2016-12-31,0.00930431578070956,0.01820076244186586,0.02027043724942068,0.01788435819838252
23,2017-01-31,0.02027043724942068,0.01788435819838252,0.030144015379762523,0.03719816006681631
24,2017-02-28,0.030144015379762523,0.03719816006681631,-0.0017091737957858344,-0.0003891971352694146
25,2017-03-31,-0.0017091737957858344,-0.0003891971352694146,0.005905335362951014,0.009091208748854607
26,2017-04-30,0.005905335362951014,0.009091208748854607,0.003998446290875535,0.011576251246328662
27,2017-05-31,0.003998446290875535,0.011576251246328662,0.010166170009249909,0.004813775207812565
28,2017-06-30,0.010166170009249909,0.004813775207812565,0.01514368640420094,0.019348826001101882
29,2017-07-31,0.01514368640420094,0.019348826001101882,-0.011385793809408296,0.000546433019853243
30,2017-08-31,-0.011385793809408296,0.000546433019853243,0.027487812538901313,0.019302978562167672
31,2017-09-30,0.027487812538901313,0.019302978562167672,0.010131610340454733,0.02218813506615125
32,2017-10-31,0.010131610340454733,0.02218813506615125,0.03610234617299479,0.028082627806563343
33,2017-11-30,0.03610234617299479,0.028082627806563343,0.010063093645934273,0.009831630594270502
34,2017-12-31,0.010063093645934273,0.009831630594270502,0.04386872160638666,0.05617870412552817
35,2018-01-31,0.04386872160638666,0.05617870412552817,-0.045159669031376026,-0.0389473718793677
36,2018-02-28,-0.045159669031376026,-0.0389473718793677,-0.011405263961536294,-0.02688449860055664
37,2018-03-31,-0.011405263961536294,-0.02688449860055664,0.0031644494732809836,0.0027187749953683227
38,2018-04-30,0.0031644494732809836,0.0027187749953683227,0.012088795131697028,0.0216083418545836
39,2018-05-31,0.012088795131697028,0.0216083418545836,0.007662536391859653,0.00484243626760783
40,2018-06-30,0.007662536391859653,0.00484243626760783,0.0311708012000933,0.03602155617289915
41,2018-07-31,0.0311708012000933,0.03602155617289915,0.017884699176816232,0.030263211276748248
42,2018-08-31,0.017884699176816232,0.030263211276748248,-0.00045501497546185377,0.0042942874264617625
43,2018-09-30,-0.00045501497546185377,0.0042942874264617625,-0.07286221887778443,-0.0694033560936963
44,2018-10-31,-0.07286221887778443,-0.0694033560936963,0.025227585138589914,0.01785935665477978
45,2018-11-30,0.025227585138589914,0.01785935665477978,-0.10613749939467942,-0.09942501346228827
46,2018-12-31,-0.10613749939467942,-0.09942501346228827,0.10616296614190124,0.08784511182977206
47,2019-01-31,0.10616296614190124,0.08784511182977206,0.03462927345585998,0.029728889343927145
48,2019-02-28,0.03462927345585998,0.029728889343927145,0.006800518247430887,0.01792425624958849
49,2019-03-31,0.006800518247430887,0.01792425624958849,0.035051948894535334,0.03931349831373798
50,2019-04-30,0.035051948894535334,0.03931349831373798,-0.0711546374948897,-0.0657777313668354
51,2019-05-31,-0.0711546374948897,-0.0657777313668354,0.06374697596099499,0.06281107955528342
52,2019-06-30,0.06374697596099499,0.06281107955528342,0.016733342295283116,0.018961189509061116
53,2019-07-31,0.016733342295283116,0.018961189509061116,-0.03337881680467969,-0.018091627240523933
54,2019-08-31,-0.03337881680467969,-0.018091627240523933,0.029062659548475755,0.017181177931020697
55,2019-09-30,0.029062659548475755,0.017181177931020697,0.011719307080718666,0.020431770513684056
56,2019-10-31,0.011719307080718666,0.020431770513684056,0.03152564080680187,0.034047037714499906
57,2019-11-30,0.03152564080680187,0.034047037714499906,0.025664433428011613,0.02858981890573009
58,2019-12-31,0.025664433428011613,0.02858981890573009,-0.019172789933059597,-0.0016280928190489652
59,2020-01-31,-0.019172789933059597,-0.0016280928190489652,-0.09167419080013905,-0.08411048363840312
60,2020-02-29,-0.09167419080013905,-0.08411048363840312,-0.18194753810681297,-0.12511928240892822
61,2020-03-31,-0.18194753810681297,-0.12511928240892822,0.14327243129883183,0.1268440381652789
62,2020-04-30,0.14327243129883183,0.1268440381652789,0.044406086557587265,0.04528181966555822
63,2020-05-31,0.044406086557587265,0.04528181966555822,0.01383304254093276,0.01838839651392421
