,date,ewretx,vwretx,nxt_freq_ewret,nxt_freq_vwret
0,1993-03-31,0.0583979402010339,0.0352200483955793,0.0081379016219964,-0.0027229247489718
1,1993-06-30,0.0081379016219964,-0.0027229247489718,0.0279384825529742,0.0173658191863348
2,1993-09-30,0.0279384825529742,0.0173658191863348,0.0292476441027129,0.0161457182372926
3,1993-12-31,0.0292476441027129,0.0161457182372926,-0.029643342749088,-0.0443052789010225
4,1994-03-31,-0.029643342749088,-0.0443052789010225,-0.0101728241244751,-0.0033499193180015
5,1994-06-30,-0.0101728241244751,-0.0033499193180015,0.0542827379300994,0.0422590068900494
6,1994-09-30,0.0542827379300994,0.0422590068900494,-0.0214023280600387,-0.0073600447758067
7,1994-12-30,-0.0214023280600387,-0.0073600447758067,0.0923420851115106,0.090309418434858
8,1995-03-31,0.0923420851115106,0.090309418434858,0.0812145696524262,0.0887719723614839
9,1995-06-30,0.0812145696524262,0.0887719723614839,0.0617232887303071,0.0735805969405749
10,1995-09-29,0.0617232887303071,0.0735805969405749,0.0346579082185682,0.0525475559195656
11,1995-12-29,0.0346579082185682,0.0525475559195656,0.0604136461583708,0.0491275789193172
12,1996-03-29,0.0604136461583708,0.0491275789193172,0.0285053258662055,0.0391710886525589
13,1996-06-28,0.0285053258662055,0.0391710886525589,0.0183938239384038,0.0249511106376383
14,1996-09-30,0.0183938239384038,0.0249511106376383,0.0617152933228866,0.0783069168587629
15,1996-12-31,0.0617152933228866,0.0783069168587629,0.011985553000267,0.0215742689796334
16,1997-03-31,0.011985553000267,0.0215742689796334,0.1474689279619128,0.1693434397212365
17,1997-06-30,0.1474689279619128,0.1693434397212365,0.0978847558636499,0.0712775522929307
18,1997-09-30,0.0978847558636499,0.0712775522929307,-0.0036770350594022,0.0244929701858815
19,1997-12-31,-0.0036770350594022,0.0244929701858815,0.1274060671580998,0.1363466043766927
20,1998-03-31,0.1274060671580998,0.1363466043766927,-0.0136917655907771,0.0304001272844323
21,1998-06-30,-0.0136917655907771,0.0304001272844323,-0.1452160873159926,-0.1018873315060576
22,1998-09-30,-0.1452160873159926,-0.1018873315060576,0.1781103178356582,0.2088542299705618
23,1998-12-31,0.1781103178356582,0.2088542299705618,0.0068638644745937,0.045625582163264
24,1999-03-31,0.0068638644745937,0.045625582163264,0.1375031223613425,0.0650588247206296
25,1999-06-30,0.1375031223613425,0.0650588247206296,-0.0960137719323414,-0.0654484563480729
26,1999-09-30,-0.0960137719323414,-0.0654484563480729,0.0662442548938859,0.1471299830041603
27,1999-12-31,0.0662442548938859,0.1471299830041603,-0.0060341760613814,0.022095923284523
28,2000-03-31,-0.0060341760613814,0.022095923284523,0.0025894594543132,-0.0312668953106844
